shortName
Polar1
Polbr1
Polci1
Polfu1
Pospl1
PosplRSB12_1
Psean1_1
Psehu1
Psehy1
Pucgr1
Pucst1
Punst1
Pycci1
Pycco1
Pycco1662_1
Pycsa1
Pyrco1
Pyrsp1
Pyrtr1
Pyrtt1
Ramac1
Rambr1
Rhich1
Rhier1
Rhili1
Rhimi1_1
Rhimi_ATCC11559_1
Rhimi_ATCC52814_1
Rhior3
Rhisa1
Rhiso1
Rhivi1
Rhoba1_1
Rhodsp1
Rhomi1
Rhosp1
Rhoto1
Rhyru1_1
Ricme1
Rozal1_1
Rutfi1
Sacce1
SacceM3707_1
SacceM3836_1
SacceM3837_1
SacceM3838_1
SacceM3839_1
SacceYB210_1
Sacpr1
Saico1
Sarco1
Schco3
Schco_LoeD_1
Schco_TatD_1
Schcy1
Schja1
Schoc1
Schpa1
Schpo1
Sclci1
Sclsc1
Sebve1
Sepmu1
Seppo1
Sepsp1
SerlaS7_3_2
SerlaS7_9_2
Serla_varsha1
Setho1
Settu1
Sisbr1
Sisni1
Sissu1
Sodal1
Spapa3
Sphst1
Spofi1
Spoli1
Spore1
Sporo1
Spoth2
Stagr1
Stano2
Stasp1
Stehi1
Suibr1
Suigr1
Suihi1
Suilu1
Symat1
Symko1
Talma1_2
Talst1_2
Tapde1_1
Terbo2
Ternu1
Tescy1
Theau1
Thega1
Themi1
Thian1
Thiap1
Thiar1
Thihy1
Thite2
ThoPMI491_1
Tilan2
Tilwa1
Torde1
Torra1
Totfu1
Trace1
Traci1
Tralj1
Trave1
Treme1
Trepe1
Triab1_1
Trias1
Triat2
Tribi1
Trich1
Trici4
Trigu1
Triha1
Trilo3
Trima3
Triol1
Tripe1
Trire2
TrireRUTC30_1
Triru1
Trisp1
Triver1
TriviGv29_8_2
Tryvi1
Tubme1
Tulca1
Umbra1
Uncre1
Ustma1
Ustsp1
Valla1
Venin1
Venpi1
Veral1
Verda1
Veren1
Volvo1
Walic1
Walse1
Wesor1
Wican1
Wilmi1
Wolco1
Xanpa2
Xerba1
Xylhe1
Yarli1
Zasce1
Zoprh1
Zygro1
Zymar1
Zymps1
